gobi,YR,NTP,NCC,CSD,Qaidam Basin,Qilian Piedmont
316.2,294.4,422.901988,2451,308.7223775,1666,276.4
388.2,298.7,427.322443,2452,309.0389692,1679,276.7
314.9,306.2,430.9412181,2456,311.0686011,1707,276.7
480,317,435.816704,2465,317.0161234,1817,277
456.8,323.7,437.80514,2468,328.3156549,1862,277.2
349.1,359.4,438.8217681,2476,350.1044303,1968,277.2
287.7,386,438.8881341,2477,350.1351593,129,277.6
464.5,413.5,438.9065733,2480,356.0094254,213,278.5
503,435.3,440.7335878,2485,369.9268838,216,278.7
297.2,437.1,441.5226415,2488,389.8181204,221,278.8
466.4,437.5,441.6324586,2491,397.5366708,222,279
463,447.4,444.1355404,2498,398.4332874,228,279.1
318.3,448.2,444.2643977,2500,398.9118091,236,280
309.4,450.4,446.5786518,2501,404.9300416,238,280.8
486.8,452.6,451.6641451,2506,407.4670959,239,281
301.8,456,451.9197409,2509,411.6487901,239,281.4
491.7,459.4,453.4469938,2510,411.9240251,241,282.7
306.3,463.9,454.9793789,2514,417.7084763,241,283.1
467.5,465.3,468.1509156,2515,418.26734,243,285
315.8,468.8,468.8253297,2522,433.212517,244,286.7
297,472.2,481.1317432,2523,440.7002729,245,289
334.5,474.1,487.7936651,2530,441.8000118,247,289.4
468,474.8,513.0465281,2546,441.9866995,248,289.7
319.7,480.4,726.2406347,2570,444.4822707,248,289.7
464.5,493.1,726.3686556,2668,444.7533255,248,291.7
482.4,504.2,759.85853,2677,449.3673865,251,294.5
462.3,504.2,801.8213106,199,449.9239488,252,295.1
289.2,538.4,830.9354543,231,450.3296697,253,296.5
475.9,665.5,909.9655293,243,454.1848075,254,298.3
967.2,679.2,913.7198973,265,454.2595099,255,304.6
309.6,682,917.5016759,268,454.3690673,255,321.8
324.1,725.5,921.9070014,272,454.7466653,258,323.8
480.9,737.1,922.0596946,274,457.34582,260,412.7
294.5,759.5,925.6040208,275,462.9726296,260,420.2
284.7,788.7,927.4150406,282,481.9471972,265,422.7
465.8,789.5,929.6219815,283,485.6082072,270,430.2
461.9,808.9,934.4512875,285,487.1475742,271,431.4
303.8,830.8,949.21073,288,497.2245094,275,432.9
449.6,868.3,949.702405,297,624.521288,286,439.4
309.4,926.2,983.2914872,298,648.4665466,300,453.9
351.4,927.8,998.837708,300,734.4687377,307,1868.8
349.1,937,1051.050634,303,824.0213107,317,2209.3
474.4,980.5,1167.979929,310,831.7657592,318,244.3
465.3,998.7,1183.94064,311,999.49802,320,252.2
314.7,1009.4,1195.840256,316,1061.414316,342,254.8
359.5,1032.1,1198.430866,325,1069.583347,374,260.3
455.1,1042.6,1198.769913,336,1369.337511,391,260.9
302.9,1085.1,1222.532129,337,1502.241112,399,261.2
322.7,1286.3,1263.849759,338,1674.123543,399,261.6
272,1287,1436.929526,344,1722.235929,405,262.1
294.1,1370.4,1452.603128,345,1732.514037,405,262.2
451.1,1440.7,1474.797875,346,1736.411417,411,262.7
479,1504.9,1491.444513,349,1753.221324,412,265
275.8,1743.8,1493.513409,380,1753.25674,419,265.2
331.3,1802.7,1587.541794,385,1766.520235,421,266.1
334,1803.2,1595.192424,399,1771.3004,423,266.3
304.3,1834.1,1600.710727,447,1779.55335,426,267.1
785.2,1843.9,1613.236109,451,1804.980673,427,267.5
390.3,1851.1,1613.856289,471,1813.37101,428,268.1
309.9,1854.1,1628.018685,502,1817.992444,428,268.2
307.5,1855.6,1666.345147,544,1818.304285,433,268.6
252,1855.7,1673.003916,559,1831.077363,438,269
695.1,1856,1695.268645,570,1831.709977,442,269
293.6,1858.3,1725.657417,628,1839.906534,443,269
268.2,1880.2,1748.355801,742,1840.229886,443,269.2
267.4,1916.3,1753.013197,788,1843.099354,445,269.6
277,1925.5,1787.88372,788,1852.349904,445,269.8
925.5,1927.1,1837.526001,895,1862.708128,447,269.9
1937.4,1939,1837.78314,970,1868.919599,457,269.9
314,1963.8,1855.039503,970,1872.024927,458,270.1
495.3,1971.3,1862.447932,976,1881.128203,461,270.5
277.5,1977.5,1864.31582,995,1888.112473,461,271.1
314.6,2002.6,1876.828877,1668,1918.636559,463,271.6
275.4,2070,1879.779463,1700,1987.27567,466,271.8
276.9,2074.9,1888.477027,1704,1999.103709,471,271.8
330.8,2160.8,1891.282573,1771,2013.576247,504,272
372.8,2216.8,1963.647301,1772,2085.652305,506,272.1
316.2,2237.8,1980.518908,1780,2203.239669,532,272.2
445.5,2276.1,2011.583008,1819,2213.83048,556,272.3
271.5,2353.7,2167.850026,1859,2280.64004,575,272.7
299.3,2415,2283.104968,1881,2301.710264,794,273
362.8,2464.2,2287.449103,1894,2453.682006,877,273.3
285.9,2464.4,2328.692596,1904,2491.604012,906,273.4
280.4,2477.4,2361.396829,1908,205.1338985,909,273.6
258.1,2496,2473.574259,1912,230.6212775,919,273.8
280.3,2510.5,2498.524395,1919,244.4515565,947,274
304,2533.3,2512.563293,1920,246.3811503,950,274.1
342.5,2541,2514.283549,1929,249.8650563,958,274.6
269.5,2550.1,2529.933341,1942,257.1528542,959,274.8
282.2,2596.3,2537.005033,1959,265.1268896,961,274.9
1967.8,2633.1,2546.251742,1964,267.1695234,983,275.1
2768,2662.2,2566.363513,1989,270.3437715,1011,275.3
325.7,3118.1,2879.629726,1996,271.9626489,1029,275.5
279,203.1,182.094913,1996,272.0742341,1054,276.2
436.9,203.3,238.7024447,2020,272.4894726,1086,276.8
317.1,205.2,239.4851446,2021,272.702675,1126,277.1
451,206,250.8770661,2024,274.0344702,1354,277.2
316.8,206.4,257.5047003,2024,274.1009674,1690,278.4
292.1,206.7,258.0731057,2029,276.3529785,1717,278.8
287.5,208.6,258.3716157,2032,279.9146865,1757,278.8
279.7,212.5,261.6549116,2047,280.726442,1821,279.1
284.8,215,264.3649065,2047,283.2206314,1874,280.2
265.1,220.6,264.8319082,2074,285.0327459,1952,280.6
260.7,223.8,265.0202952,2075,285.5077652,2383,280.7
277.6,237.4,266.7358005,2086,285.6582266,2556,280.9
320.9,240.9,268.76941,2091,288.6934525,2744,281.2
886.3,255.9,270.8924096,2141,288.8494699,484.2354416,281.3
436,256.7,270.9767669,2165,289.1886706,448.26765,282.3
367.4,257.3,274.4986138,2166,289.220126,442.7099855,282.4
352.9,258.3,279.3685382,2171,289.8441848,455.5433829,283.4
284.6,258.8,280.2050298,2182,289.8979881,973.190146,284
289.4,259.7,280.77669,2199,291.4821423,446.3499412,288.7
282.2,263.7,291.7215313,2199,291.9323195,446.5933331,290.5
256.6,266,296.4980195,2233,293.3776673,438.3475721,290.6
309.8,269.7,297.6523291,2240,293.4602822,451.8150755,290.9
293,273.7,299.4573852,2245,293.463158,433.4929795,291.4
277.3,275.2,308.8920452,2255,293.9689161,457.5163906,293.1
1476.8,276,319.3127982,2270,296.5225601,464.613782,295.3
292.3,286.5,319.9030877,2272,296.5432675,940.7470792,297.1
294.3,289.2,337.4618434,2272,297.9079886,440.0912628,297.8
311.1,297.9,337.4652117,2282,298.6198464,858.3566732,299.7
270,300.4,349.8503733,2302,298.9964271,455.3093877,300.3
364.7,307.2,382.4203179,2344,298.9989582,853.8577806,300.9
325.4,331.3,382.6935323,2344,300.5513434,798.4208506,301.6
878.9,340.6,408.4335465,2348,300.7023447,443.0434945,302.2
421.9,349.7,412.7904549,2361,301.5511048,2364.51,302.3
287.3,367.1,420.381662,2368,301.6721212,437.6925583,304
284.8,387.8,429.8615701,2385,303.4111735,444.1056266,304.4
442.4,391.4,434.8414362,2387,306.5479387,457.3071738,307.5
336.6,398.3,438.5638843,2390,312.1401776,472.7460319,321.4
288,398.6,438.7036997,2397,314.442178,437.8853368,410.9
293.8,401.4,439.1481968,2402,318.0648621,467.5749203,419
322.1,407.8,441.0262023,2411,328.6277557,887.793275,423.1
449.1,410.5,441.4006073,2414,330.4442145,918.658911,429.8
291.6,416.8,442.4578335,2422,342.9506636,452.0815762,438.4
371.1,419,442.4749322,2427,353.4612575,483.0984315,438.8
272.5,422.3,444.0845304,2427,358.3987903,239.8387138,461.8
302.1,427.7,446.2092108,2430,360.3171906,444.5191605,547.8
267.5,430.7,446.5163522,2433,370.5856597,456.4556045,1089.7
255.9,432.2,447.9718937,2436,398.3168133,447.3698515,1310.6
297.8,436.8,450.2906591,2441,403.1417994,427.7859357,1436.1
295.8,438.6,451.4830804,2448,419.9114048,447.1684423,236.2
292.9,442.3,451.5335293,2449,422.1014561,435.2792191,239.8
282.5,444.2,453.3194903,2449,430.0120097,1566.67,240.7
276.9,447.4,455.6569442,2454,436.8331652,705.7242563,244.5
277.6,478.7,457.7318491,2458,439.1260735,537.4708002,250.5
297.8,493,460.6588703,2459,441.3104089,471.0092235,252.3
323,501.4,463.2449164,2467,441.7161065,437.6319896,254.8
448.6,502.3,465.9957323,2468,443.7071299,448.5042306,255.2
359.8,576.7,468.8908311,2481,447.3725374,456.0897425,255.8
288.9,624.7,486.8701359,2485,450.1466025,441.8546379,257.1
277.4,660.4,497.6191028,2502,478.9225827,254.2298948,257.6
303.4,779.5,707.0179047,2505,501.7940923,442.8060247,258.4
364,792.2,723.4729123,2507,542.3365148,775.1952058,258.4
419.5,833.1,748.3473954,2515,649.676775,2016.355,260.8
311.5,847,754.8933986,2522,727.9734326,842.9704757,260.8
1501.2,867.2,790.341617,2540,771.1732198,429.1635676,261.1
306.2,872.1,793.850056,2542,987.2674832,435.6755216,262.3
337.8,903.4,822.5292096,2566,1060.414554,454.2847023,262.3
304,906.1,825.8707421,2603,1431.44639,453.7720861,263.4
285.9,931.2,923.493124,2618,1939.899139,439.1935278,263.5
343,962,923.5238286,2627,2429.85372,643.5808483,266
299.6,1375.9,925.703746,2673,2456.240633,466.5894788,266.3
1963.7,1640.5,926.0710711,2919,2506.909953,420.4014608,266.6
327.3,1663.2,927.3990984,108,2525.894769,440.2402349,267.6
320.9,1691.2,928.4797557,194,212.937929,410.5407534,268.3
298.3,1705.9,950.7261586,206,229.0990493,2231.79,270.1
326.5,1710.6,987.4385939,208,237.557319,429.7308949,270.4
311.1,1711.7,1005.609172,214,241.2760846,441.2610462,270.6
329.8,1725.3,1099.15487,231,242.412227,434.9091534,270.7
317.4,1733.3,1111.452862,235,257.0061495,463.1966818,270.8
304,1736.2,1231.473421,241,268.1356582,462.3515586,272
428.9,1737.8,1461.2342,243,269.5464234,2812.96,273
384.7,1738.8,1490.618774,243,269.8393745,472.4848879,273
435,1748.4,1492.610615,245,271.6900179,446.4406974,273.2
306.8,1753.4,1542.21225,250,273.775272,438.6151327,273.3
421,1756.6,1552.638524,251,277.7292204,484.2658335,273.5
442.2,1762.2,1555.028935,254,278.8073382,438.0279076,274.4
330,1769.7,1574.098861,259,287.7670652,2586.115,275.1
280.1,1773.7,1596.077713,260,289.5609355,466.9143823,275.1
335,1777.2,1643.703082,265,294.028594,446.6210582,275.7
421.1,1783.8,1666.467075,268,294.1814324,454.5546416,277.6
316.6,1788.8,1667.24844,269,298.6937243,430.6926964,277.8
276.3,1804.4,1720.054743,269,301.2355416,451.2415458,278.7
1969.1,1810.6,1757.6406,270,306.2909466,2002.16,279.6
276.2,1814.2,1774.523428,271,310.0115745,2101.54,279.9
319.2,1816,1775.594749,272,310.75834,2033.33,280.8
288.4,1816.2,1783.561778,276,331.7044511,2420.06,281
326.3,1821.2,1783.864726,276,339.8607988,441.0259916,281
261.5,1832,1787.351142,276,345.2641628,787.2005046,283.2
482.9,1833.9,1796.347037,277,347.9451069,428.5909116,285.1
307.4,1836.5,1802.046378,277,351.8220428,235.4981509,286.8
325.3,1837.6,1818.055655,278,367.460443,425.1131613,288.3
334.1,1840.5,1828.111466,279,417.443218,435.624642,289.7
340.7,1842.8,1848.686786,290,433.1464121,425.2531888,298.5
292.3,1842.8,1871.206194,291,476.4367252,433.8804264,299.4
454.8,1842.8,1873.248567,293,485.8253027,442.5230494,299.4
420.1,1843.7,1881.11656,298,486.328835,437.5895296,312
293.9,1844.4,1887.905245,298,490.5606059,1899.69,330.7
326,1846,1892.772878,326,498.0409485,439.0007889,380.1
324.3,1854.4,1896.126922,329,535.9774935,442.8903977,402.3
435.7,1859.1,1911.400977,339,554.2785081,451.6663893,407.3
355.3,1868.1,1916.735852,403,564.6847789,435.3487961,407.4
924.2,1872.8,1929.041808,425,565.2075359,2016.665,410.3
408.1,1890.8,2083.393354,427,572.8214663,785.8307946,413.7
309.1,1900.3,2200.332519,435,573.7722835,439.2633973,417.3
297,1929,2328.453361,436,587.3408086,1675.925,420.1
307.1,1941.3,2381.167833,439,946.7605993,434.1120352,421.6
356.7,1950.3,2381.696187,440,1147.181829,244.8795398,421.6
300.4,1976.2,2494.001955,443,1182.502082,288.4321249,421.6
303.7,1977,2511.707018,444,1198.683086,810.1048725,422.1
841.9,2014.3,2512.348516,450,1200.222433,435.6336797,422.7
322.4,2137.6,2547.81834,470,1331.499582,446.1329589,427.4
420.1,2161.4,2602.315983,480,1366.587314,902.3990362,429.3
297,2177.3,326.3389325,480,1393.79258,437.0852597,431.7
441.2,2201.5,72.2530918,497,1433.34803,939.1062968,432.1
293,2236.2,212.1296719,534,1480.801866,1994.445,435.5
416.9,2326.5,231.1425919,535,1503.60386,237.964392,435.8
305.5,2381.7,240.5684383,571,1728.592973,449.6403088,436.8
295.9,2396.6,241.0001634,613,1754.835831,748.1711191,438.2
313.5,2443.7,245.4145584,613,1787.100373,438.3716091,438.3
301.4,2465.7,245.8287636,628,1791.54296,412.2878931,439.6
320.3,2587.2,245.9712065,657,1795.529305,441.2616072,440.9
374.1,2642.3,246.2030169,669,1832.393867,426.0575627,441.4
276.7,131.8,249.015092,776,1838.523312,455.4878621,444.4
339.6,204.2,255.0621913,789,1985.160617,421.8362789,448.6
808.8,206.1,255.0812318,813,1985.761462,2483.33,465.2
322.9,211.2,261.037691,815,2279.706524,2673.77,471
408.1,211.4,265.073062,820,2322.41016,439.4440218,481.8
451.6,215.5,266.7042376,836,2387.05702,1887.965,483.2
396.6,216.5,266.8742765,905,2476.584591,1944.45,487.2
323.6,217,267.3392048,918,248.6166198,438.2745509,497.8
304.6,218.9,268.9012871,958,251.4071545,442.3967726,608.8
262.7,227.6,269.4016144,1121,256.9846027,1811.11,703.3
436.6,229.1,269.8363628,1191,268.4960597,432.166391,760.4
486.8,229.2,270.3652903,1323,273.626267,1924.075,774.2
199.3,232.7,270.4070258,1513,274.1205291,435.4655298,911.3
299.6,235.1,271.2477389,1514,274.367646,929.6919193,948.3
324.7,235.3,272.0672196,1588,274.5529774,2492.28,1918.2
462.2,236.3,272.6516108,1635,274.9853967,437.9388172,236.2
496.7,238.4,272.8136284,1660,275.6030883,234.3850309,239.8
319.8,238.6,273.4191689,1664,275.9736748,440.3881271,240.7
336.8,239.7,273.4355669,1686,277.517556,810.5968181,244.5
383.1,241.9,274.6883088,1751,277.5793035,442.0555834,250.5
310.3,242,275.8882315,1753,278.9376002,455.9313629,252.3
225.8,242.5,277.0020667,1770,279.1228003,427.7851801,254.8
316.7,243,277.3474923,1785,280.2956107,459.3372518,255.2
274.5,244.5,277.3976948,1788,281.0362232,778.7181183,255.8
1138.6,245,277.6313277,1817,281.3447866,417.4128674,257.1
316,245.2,277.858109,1819,284.8613659,443.8602885,257.6
433.9,247,279.4050295,1823,287.2046869,453.3807897,258.4
325.2,247.6,279.6767646,1835,288.3143838,451.1374874,258.4
461.2,249.1,279.9382704,1839,288.9924378,2331.18,260.8
425.5,250.7,280.0338139,1860,289.8553126,445.0226858,260.8
362.4,252.3,280.3575396,1861,289.978571,445.595577,261.1
471.1,254.9,282.4355376,1872,292.1968192,464.1600405,262.3
334.7,255.1,283.7746554,1883,294.2295431,1735.49,262.3
1227.2,260.4,285.0329922,1887,297.5544366,2450.305,263.4
332.3,260.7,286.247069,1888,298.293069,440.4405123,263.5
363.5,261.8,288.7848122,1918,300.5084585,1940.44,266
307.7,262.4,291.7009497,1919,301.0006639,887.1332655,266.3
276.6,262.6,292.6016436,1923,304.2605759,445.3501243,266.6
319.6,264.8,295.5277017,1937,305.1214095,474.6172928,267.6
302.4,265.2,298.6060068,1937,306.965666,442.7831847,268.3
316,265.5,299.6977823,1944,315.8107602,435.6474428,270.1
448.4,268.6,304.5158878,1944,316.7927997,444.6202806,270.4
424.3,272.1,307.0956941,1949,318.326937,434.1603283,270.6
423.5,274.1,311.3661279,1975,325.9308662,434.9046153,270.7
437.1,277,325.4365954,1986,326.1760049,431.3688095,270.8
408.3,292.9,327.6002783,1999,329.1781985,436.3135146,272
410.1,293.3,334.2764102,2101,332.0565405,436.9600198,273
329.2,300.3,334.9523602,2101,335.9739195,258.0429461,273
292.9,301.4,347.2497461,2167,342.762484,2647.84,273.2
423,301.9,397.6680234,2174,351.3144557,818.5235827,273.3
369.1,323,399.5410221,2190,366.1313521,769.4569963,273.5
401,358.9,401.2040069,2196,377.084916,691.9508803,274.4
440.2,379.6,402.1816773,2268,381.1573273,737.7280209,275.1
408.7,406.6,412.2450736,2275,384.6198918,414.570789,275.1
435.2,409.7,412.7711664,2276,421.0763328,230.3109206,275.7
1776.8,424,423.4965981,2281,431.8767241,416.8418125,277.6
287.5,424.1,426.2114554,2301,433.5645353,229.1136474,277.8
437.3,425.8,428.1956993,2321,441.515413,233.3161222,278.7
416.7,426.1,428.2897298,2331,462.489934,443.2135177,279.6
423.8,427.1,431.0883028,2347,463.6298569,204.1145201,279.9
437.8,433,431.9948076,2360,497.793823,485.9709627,280.8
407.8,435.2,433.8669777,2377,512.397289,418.0536086,281
414.6,440,434.7666474,2391,565.2290259,451.862862,281
426.9,448,435.669641,2397,637.1071478,231.6042256,283.2
440.7,450.5,435.8429395,2420,687.1346164,287.9179678,285.1
274,450.9,437.3276378,2424,832.9464779,407.2461922,286.8
2143.1,452.8,438.2144838,2426,867.9743617,236.9260792,288.3
1951.7,460.9,439.9068319,2448,1665.361879,215.4905062,289.7
444.5,462.1,439.9817282,2448,1671.681967,241.9664067,298.5
388.4,490.5,440.1868061,2451,1751.49952,1938.59,299.4
452.1,496,441.4847781,2467,1767.808107,991.665,299.4
276.5,512.2,442.1421518,2484,1798.575535,439.4971048,312
438.8,577.5,443.0486643,2488,1853.805093,206.8993547,330.7
433.5,605.6,443.822007,2500,1866.03257,238.8843202,380.1
362,809,443.9254007,2504,1876.276528,479.7064096,402.3
292.7,829.5,444.9011517,2509,1885.045646,225.0393631,407.3
438,841.4,445.8404893,2515,1892.831575,1847.225,407.4
412.7,846.1,446.304334,2554,1939.909837,439.0825518,410.3
327.9,1109.5,446.414488,2555,1957.556252,1895.99,413.7
454.6,1123.8,446.786602,2571,1957.556252,443.6234195,417.3
392.6,1174.4,446.8501385,3333,1969.106073,284.0242251,420.1
326.8,1450.2,446.8676135,3481,2006.821101,254.7791278,421.6
417.8,1619.1,447.0960487,132,2033.745849,1914.5,421.6
306.3,1627.4,448.30961,164,2147.385971,264.5884417,421.6
413.5,1660.3,450.8909169,226,2211.164045,300.6178904,422.1
391.1,1670.4,451.4839317,242,2214.037623,415.3994653,422.7
296.7,1705.2,453.4910251,246,2276.103452,497.3549642,427.4
414.3,1775.6,454.2373768,253,2294.407749,211.5018178,429.3
303.8,1788.6,454.7948052,255,2308.044829,778.9895296,431.7
306.5,1800.4,455.0723336,257,2319.118585,282.0255273,432.1
424.3,1801.6,455.362133,259,2328.032617,228.1642407,435.5
452.9,1804,455.4372834,259,2461.987067,2476.845,435.8
1991.1,1806.8,455.5885896,260,2529.406245,252.172488,436.8
385.8,1810,455.6948801,261,232.5138442,1798.15,438.2
420.9,1824.7,456.397003,262,232.8457795,1812.96,438.3
415.9,1831,458.8804728,264,234.732439,1839.2,439.6
361.7,1836.8,458.9457194,264,241.9422963,2684.88,440.9
436.3,1859.1,459.0893507,266,242.576762,249.6219154,441.4
463.1,1864.9,459.6932487,268,244.877664,239.653142,444.4
315.4,1865.6,460.0979408,269,245.5597462,1818.21,448.6
431.5,1866,463.8887127,272,250.6543686,444.1676719,465.2
1790,1875,464.2283618,272,258.0350858,2527.47,471
401.6,1890.5,466.5912528,273,258.7983984,245.8482364,481.8
431.1,1904.6,467.23252,273,261.9733614,422.5236251,483.2
276.4,1914.4,468.0445433,275,262.1748039,2016.665,487.2
315.9,1924.2,468.4319162,277,262.4790047,205.1262385,497.8
492.8,1962.6,472.1716907,278,262.4979246,509.149488,608.8
414.4,2002.4,476.3194298,280,263.0665415,211.2188836,703.3
399.3,2017.3,477.7890511,281,263.8886304,396.1623848,760.4
277.5,2078.2,477.8396885,283,265.1369201,2172.225,774.2
295.7,2179.2,478.7949253,284,265.5579527,764.9509207,911.3
419.9,2189.5,480.0672048,284,266.2099581,436.0661498,948.3
278.8,2195.1,485.8077983,293,270.1023841,446.2932087,1918.2
429.4,2311.3,487.2097655,296,270.8535047,444.1341367,236.2
321.3,2476.5,490.5925595,296,271.4817589,1894.75,239.8
424.3,2517.3,494.9846952,299,272.8352392,1883.03,240.7
472.2,2588.1,498.0028965,300,282.8521371,260.5584741,244.5
450.5,2631.4,498.7547167,301,283.453473,2333.335,250.5
434.4,204.1,501.5485579,301,283.940213,239.4193586,252.3
330.7,211.2,502.0034451,306,289.8237016,1695.99,254.8
456.9,211.7,502.3606859,309,291.2439718,435.9456986,255.2
427.9,214.6,507.393517,310,293.1309086,237.9181196,255.8
304.1,218.7,519.6908167,312,294.5781001,219.1255897,257.1
435.2,226.1,521.190009,315,297.4911026,233.4936251,257.6
446.7,226.4,599.9915198,319,298.5612414,491.2124098,258.4
2547,234.4,644.2138403,325,299.5282702,393.4322637,258.4
430.5,236.6,661.1967592,364,316.3177752,477.5898304,260.8
436.9,238.3,680.5721114,366,316.7190328,449.3435429,260.8
447.8,238.4,736.7887441,388,317.9705781,209.7431164,261.1
346.9,239.4,776.1779325,402,369.8818355,250.1664799,262.3
305.5,240.3,823.1857309,410,387.0733315,2269.445,262.3
432.6,240.7,830.9753036,416,394.4666205,1861.425,263.4
432.6,241,877.8605058,416,405.3289345,211.9707323,263.5
463.3,241.5,901.4890963,427,409.0684275,962.9128552,266
446.6,242.3,903.2518439,482,412.3486456,310.0740382,266.3
457.6,245.4,905.649977,667,413.5456159,271.6775661,266.6
332.1,245.6,910.4097608,757,422.1829619,208.2034893,267.6
406.6,246.4,915.3260202,943,425.7177719,419.034172,268.3
406.2,246.8,919.215106,1463,429.2297539,233.2005861,270.1
306.3,249.1,919.5965868,1604,443.1794404,270.5433158,270.4
276.6,250.3,919.9829758,1623,443.2508283,246.5943905,270.6
309.6,251.8,920.3995823,1641,445.9861339,226.841395,270.7
333.8,252,920.6931511,1661,447.4565062,408.8987728,270.8
440.4,255.1,921.8924943,1663,455.309436,460.8861326,272
294.8,255.7,921.9804215,1691,461.3455251,241.9924605,273
400.2,256.1,922.7272705,1740,474.0403964,245.4845764,273
320.6,262.7,923.930922,1775,483.8102437,235.8448261,273.2
332,263.8,925.2172553,1826,484.8876908,241.0301112,273.3
430.4,268.7,926.6993349,1850,488.8379923,238.8828579,273.5
344.2,281,927.6770907,1876,490.791686,451.9360219,274.4
893.8,295.6,928.9257957,1880,766.4511765,1812.65,275.1
364.2,297.8,930.4309287,1906,796.2503476,242.1105326,275.1
435.2,313.5,933.114533,1908,1305.947745,245.0216477,275.7
292.4,316.3,940.7103054,1920,1401.302474,259.3385925,277.6
472.1,322.4,941.1372418,1927,1425.681193,492.889381,277.8
355.2,336.6,942.8513974,1928,1445.909823,229.2282562,278.7
406.9,358.5,960.730644,1937,1484.499974,435.9945345,279.6
311.9,368.9,967.8738103,1943,1604.991187,225.9915288,279.9
310.4,375.8,1115.4508,1944,1656.021674,247.5933471,280.8
2105.5,382.1,1171.508524,1946,1669.983925,1609.26,281
437.5,405,1174.53794,1954,1684.468334,427.0214053,281
401.7,419.3,1184.368189,1956,1725.130927,429.4864329,283.2
1921.9,424.3,1201.308714,1958,1738.336358,988.8041496,285.1
472.5,426.6,1215.489273,1961,1835.553669,927.0321231,286.8
457.6,427.1,1241.48008,1962,1842.563893,508.7597646,288.3
470.3,431.6,1255.553226,1971,1864.127723,1900,289.7
366.7,431.8,1263.064823,1988,1942.176303,239.3069921,298.5
445.8,433.3,1281.502349,1999,1960.588945,236.6189997,299.4
438.9,437.5,1305.404502,2006,1970.418608,462.0272414,299.4
297.3,439.8,1319.074476,2007,2397.582674,335.6503839,312
311.9,440.1,1329.925774,2010,2466.286817,257.6973933,330.7
321.9,446.3,1335.003618,2013,2527.424091,1687.965,380.1
474.8,448.1,1403.202855,2024,2530.445227,256.6050422,402.3
2173,448.4,1488.876986,2046,3073.860378,222.6709616,407.3
462.6,452,1491.998409,2057,240.3486071,290.458635,407.4
448,462.4,1498.803403,2060,243.2719103,1720.37,410.3
396.5,473.9,1501.339188,2160,244.1461011,261.9113432,413.7
481.1,474.1,1508.070269,2186,250.8173079,225.9015449,417.3
487.1,475,1509.932681,2203,257.5388056,2016.665,420.1
477.3,488.8,1515.731333,2222,261.816021,328.8843279,421.6
311.9,527.7,1563.430346,2270,263.5672353,269.1099619,421.6
2261.3,540.1,1581.115748,2303,266.7892111,478.8450888,421.6
306,596,1583.453721,2315,270.5421229,242.829523,422.1
506.4,609.2,1589.028385,2360,270.8410562,1031.485,422.7
465.9,708.1,1593.161398,2362,272.984591,401.2005982,427.4
1110.9,719.1,1599.872344,2390,273.6516455,1709.26,429.3
330,736.8,1604.034169,2395,273.782216,461.9424168,431.7
455.5,739,1616.074203,2409,274.4561565,256.8091152,432.1
452.8,754,1680.394757,2418,275.2037844,2456.475,435.5
961.7,760.2,1681.270122,2437,275.4305487,1153.71,435.8
465.3,764.5,1684.703846,2448,275.6098136,472.3822457,436.8
461.2,782.9,1688.15219,2451,277.9251005,546.5934927,438.2
439.1,811.7,1692.669417,2457,279.2401565,504.6235505,438.3
335.2,814.8,1699.163483,2457,282.5276425,454.0597373,439.6
453.6,820.3,1699.811275,2463,282.5659767,2094.755,440.9
348.9,829.5,1706.919322,2496,285.3088675,473.4998693,441.4
2539.4,835.8,1707.8304,2510,290.3171521,2153.7,444.4
304.2,840.5,1708.294512,2519,290.8176285,1342.59,448.6
468.4,906.7,1714.86039,2527,293.9370002,242.7294974,465.2
438,910.3,1727.510844,2528,294.7080458,263.9088832,471
294.6,912.9,1727.953803,2529,296.6489092,2605.86,481.8
421.8,944.7,1750.924001,2560,298.7882158,449.8902426,483.2
322.2,948.5,1755.394873,2602,302.1886071,245.3915474,487.2
476.9,954.8,1768.574567,2659,306.5658911,967.3820825,497.8
454.4,973.9,1774.201015,,310.4663637,921.0919223,608.8
424,974.3,1777.401178,,316.8391457,468.3838215,703.3
292.6,974.9,1784.479046,,326.0652435,327.523246,760.4
478.3,1002.6,1788.424919,,353.0510341,411.3915864,774.2
357,1006.7,1790.175528,,400.3611559,246.1356167,911.3
152.8,1469.4,1790.340476,,407.0233825,1661.105,948.3
476,1693.2,1795.19632,,415.0762768,1516.665,1918.2
309,1729.6,1797.580297,,417.6267655,252.9783304,236.2
443.5,1753.4,1797.840515,,425.0495655,404.1399278,239.8
419.2,1772.5,1825.069823,,427.9717837,227.041093,247.9
296,1818.6,1838.903068,,432.1063943,901.1283828,254.3
481,1824.7,1848.185322,,440.1991968,230.9046599,259.5
446.3,1825,1853.944297,,440.5794499,437.633932,260.4
438.8,1825.6,1870.974447,,442.7507709,445.423018,260.5
293.6,1833.1,1871.767683,,443.6403497,443.9930585,260.7
290.6,1834.5,1882.7083,,450.6510886,426.1530684,263.1
441.6,1880,1888.483638,,455.7466284,2336.73,265.3
452.6,1889.7,1891.888976,,455.9543993,832.0916552,265.6
435.3,1927.4,1900.942464,,461.4726951,436.6007471,267.8
471.9,1955.6,1951.694597,,463.3851619,403.1514169,269.5
257.6,1958.7,1973.831,,464.1880827,1731.79,272.1
