JX,LC,LD,BGY,XF,LNT,JBN,ZTS,HMG,LT,WN,CX,GH,XN
265.0,410.0,,,,,,,,,,,,
298.0,779.0,,,,,,,,,,,,
282.0,395.0,,,,,,,,,,,,
289.0,233.0,,,,,,,,,,,,
1923.0,480.0,,,,,,,,,,,,
2091.0,406.0,,,,,,,,,,,,
361.0,694.0,,,,,,,,,,,,
426.0,419.0,,,,,,,,,,,,
2282.0,389.0,,,,,,,,,,,,
301.0,330.0,,,,,,,,,,,,
2006.0,419.0,,,,,,,,,,,,
288.0,442.0,,,,,,,,,,,,
2363.0,931.0,,,,,,,,,,,,
260.0,618.0,,,,,,,,,,,,
1480.0,425.0,,,,,,,,,,,,
302.0,439.0,,,,,,,,,,,,
1704.0,404.0,,,,,,,,,,,,
282.0,331.0,,,,,,,,,,,,
436.0,238.0,,,,,,,,,,,,
2454.0,602.0,,,,,,,,,,,,
1331.0,260.0,,,,,,,,,,,,
280.0,830.0,,,,,,,,,,,,
260.0,799.0,,,,,,,,,,,,
2057.0,471.0,,,,,,,,,,,,
271.0,643.0,,,,,,,,,,,,
322.0,227.0,,,,,,,,,,,,
2701.0,904.0,,,,,,,,,,,,
1724.0,241.0,,,,,,,,,,,,
271.0,262.0,,,,,,,,,,,,
303.0,1704.0,,,,,,,,,,,,
247.0,344.0,,,,,,,,,,,,
460.0,2412.0,,,,,,,,,,,,
2000.0,258.0,,,,,,,,,,,,
332.0,1756.0,,,,,,,,,,,,
567.0,423.0,,,,,,,,,,,,
290.0,1156.0,,,,,,,,,,,,
293.0,442.0,,,,,,,,,,,,
2410.0,224.0,,,,,,,,,,,,
1413.0,493.0,,,,,,,,,,,,
1559.0,272.0,,,,,,,,,,,,
1587.0,295.0,,,,,,,,,,,,
2434.0,246.0,,,,,,,,,,,,
261.0,2265.0,,,,,,,,,,,,
1613.0,778.0,,,,,,,,,,,,
1685.0,167.0,,,,,,,,,,,,
327.0,259.0,,,,,,,,,,,,
1875.0,468.0,,,,,,,,,,,,
410.0,2077.0,,,,,,,,,,,,
2021.0,1954.0,,,,,,,,,,,,
1774.0,395.0,,,,,,,,,,,,
434.0,476.0,,,,,,,,,,,,
308.0,409.0,,,,,,,,,,,,
261.0,508.0,,,,,,,,,,,,
756.0,658.0,,,,,,,,,,,,
324.0,2870.0,,,,,,,,,,,,
960.0,2288.0,,,,,,,,,,,,
825.0,405.0,,,,,,,,,,,,
828.0,438.0,,,,,,,,,,,,
2584.0,441.0,,,,,,,,,,,,
315.0,217.0,,,,,,,,,,,,
307.0,433.0,,,,,,,,,,,,
417.0,386.0,,,,,,,,,,,,
296.0,315.0,,,,,,,,,,,,
1697.0,272.0,,,,,,,,,,,,
240.0,745.0,,,,,,,,,,,,
437.0,534.0,,,,,,,,,,,,
351.0,799.0,,,,,,,,,,,,
227.0,411.0,,,,,,,,,,,,
546.0,848.0,,,,,,,,,,,,
940.0,414.0,,,,,,,,,,,,
868.0,2585.0,,,,,,,,,,,,
1358.0,456.0,,,,,,,,,,,,
296.0,804.0,,,,,,,,,,,,
250.0,563.0,,,,,,,,,,,,
391.0,438.0,,,,,,,,,,,,
287.0,412.0,,,,,,,,,,,,
1719.0,329.0,,,,,,,,,,,,
1745.0,517.0,,,,,,,,,,,,
260.0,436.0,,,,,,,,,,,,
1821.0,268.0,,,,,,,,,,,,
2241.0,261.0,,,,,,,,,,,,
1334.0,399.0,,,,,,,,,,,,
1085.0,1210.0,,,,,,,,,,,,
1843.0,585.0,,,,,,,,,,,,
326.0,401.0,,,,,,,,,,,,
1967.0,2531.0,,,,,,,,,,,,
2504.0,686.0,,,,,,,,,,,,
2211.0,443.0,,,,,,,,,,,,
1401.0,406.0,,,,,,,,,,,,
468.0,409.0,,,,,,,,,,,,
324.0,584.0,,,,,,,,,,,,
206.0,2569.0,,,,,,,,,,,,
470.0,249.0,,,,,,,,,,,,
432.0,405.0,,,,,,,,,,,,
328.0,448.0,,,,,,,,,,,,
2473.0,448.0,,,,,,,,,,,,
2028.0,1617.0,,,,,,,,,,,,
894.0,2426.0,,,,,,,,,,,,
282.0,268.0,,,,,,,,,,,,
458.0,521.0,,,,,,,,,,,,
1945.0,1670.0,,,,,,,,,,,,
431.0,396.0,,,,,,,,,,,,
300.0,389.0,,,,,,,,,,,,
492.0,2587.0,,,,,,,,,,,,
250.0,1727.0,,,,,,,,,,,,
490.0,794.0,,,,,,,,,,,,
2203.0,958.0,,,,,,,,,,,,
466.0,293.0,,,,,,,,,,,,
401.0,160.0,,,,,,,,,,,,
280.0,265.0,,,,,,,,,,,,
460.0,461.0,,,,,,,,,,,,
229.0,236.0,,,,,,,,,,,,
289.0,1240.0,,,,,,,,,,,,
443.0,408.0,,,,,,,,,,,,
300.0,781.0,,,,,,,,,,,,
458.0,314.0,,,,,,,,,,,,
297.0,208.0,,,,,,,,,,,,
314.0,656.0,,,,,,,,,,,,
1780.0,428.0,,,,,,,,,,,,
1671.0,1193.0,,,,,,,,,,,,
531.0,252.0,,,,,,,,,,,,
357.0,236.0,,,,,,,,,,,,
1141.0,222.0,,,,,,,,,,,,
250.0,258.0,,,,,,,,,,,,
213.0,444.0,,,,,,,,,,,,
2056.0,736.0,,,,,,,,,,,,
251.0,439.0,,,,,,,,,,,,
1708.0,108.0,,,,,,,,,,,,
411.0,502.0,,,,,,,,,,,,
440.0,240.0,,,,,,,,,,,,
2104.0,231.0,,,,,,,,,,,,
290.0,425.0,,,,,,,,,,,,
1796.0,665.0,,,,,,,,,,,,
1904.0,282.0,,,,,,,,,,,,
1439.0,439.0,,,,,,,,,,,,
2288.0,517.0,,,,,,,,,,,,
2338.0,1222.0,,,,,,,,,,,,
1791.0,412.0,,,,,,,,,,,,
1824.0,660.0,,,,,,,,,,,,
452.0,128.0,,,,,,,,,,,,
793.0,254.0,,,,,,,,,,,,
438.0,270.0,,,,,,,,,,,,
1679.0,429.0,,,,,,,,,,,,
407.0,522.0,,,,,,,,,,,,
1477.0,457.0,,,,,,,,,,,,
1735.0,2523.0,,,,,,,,,,,,
852.0,1173.0,,,,,,,,,,,,
336.0,420.0,,,,,,,,,,,,
1640.0,532.0,,,,,,,,,,,,
266.0,454.0,,,,,,,,,,,,
253.0,819.0,,,,,,,,,,,,
1984.0,412.0,,,,,,,,,,,,
1987.0,945.0,,,,,,,,,,,,
397.0,665.0,,,,,,,,,,,,
215.0,282.0,,,,,,,,,,,,
221.0,699.0,,,,,,,,,,,,
411.0,372.0,,,,,,,,,,,,
443.0,459.0,,,,,,,,,,,,
284.0,600.0,,,,,,,,,,,,
1918.0,1889.0,,,,,,,,,,,,
1321.0,543.0,,,,,,,,,,,,
258.0,311.0,,,,,,,,,,,,
379.0,327.0,,,,,,,,,,,,
226.0,408.0,,,,,,,,,,,,
2541.0,745.0,,,,,,,,,,,,
420.0,273.0,,,,,,,,,,,,
340.0,197.0,,,,,,,,,,,,
668.0,915.0,,,,,,,,,,,,
992.0,500.0,,,,,,,,,,,,
481.0,402.0,,,,,,,,,,,,
443.0,705.0,,,,,,,,,,,,
474.0,2618.0,,,,,,,,,,,,
305.0,500.0,,,,,,,,,,,,
2536.0,1785.0,,,,,,,,,,,,
220.0,693.0,,,,,,,,,,,,
338.0,461.0,,,,,,,,,,,,
260.0,742.0,,,,,,,,,,,,
680.0,310.0,,,,,,,,,,,,
299.0,2016.0,,,,,,,,,,,,
732.0,286.0,,,,,,,,,,,,
458.0,290.0,,,,,,,,,,,,
2265.0,1748.0,,,,,,,,,,,,
320.0,1528.0,,,,,,,,,,,,
1738.0,1982.0,,,,,,,,,,,,
259.0,1541.0,,,,,,,,,,,,
131.0,197.0,,,,,,,,,,,,
2320.0,255.0,,,,,,,,,,,,
407.0,279.0,,,,,,,,,,,,
244.0,249.0,,,,,,,,,,,,
1687.0,268.0,,,,,,,,,,,,
2278.0,2007.0,,,,,,,,,,,,
312.0,756.0,,,,,,,,,,,,
353.0,893.0,,,,,,,,,,,,
1462.0,435.0,,,,,,,,,,,,
1685.0,663.0,,,,,,,,,,,,
830.0,1889.0,,,,,,,,,,,,
1473.0,367.0,,,,,,,,,,,,
1678.0,1328.0,,,,,,,,,,,,
286.0,255.0,,,,,,,,,,,,
407.0,294.0,,,,,,,,,,,,
1837.0,349.0,,,,,,,,,,,,
269.0,402.0,,,,,,,,,,,,
1823.0,1095.0,,,,,,,,,,,,
437.0,245.0,,,,,,,,,,,,
482.0,843.0,,,,,,,,,,,,
1707.0,301.0,,,,,,,,,,,,
230.0,1578.0,,,,,,,,,,,,
433.0,246.0,,,,,,,,,,,,
290.0,865.0,,,,,,,,,,,,
254.0,1568.0,,,,,,,,,,,,
863.0,398.0,,,,,,,,,,,,
268.0,737.0,,,,,,,,,,,,
1190.0,742.0,,,,,,,,,,,,
446.0,382.0,,,,,,,,,,,,
1788.0,440.0,,,,,,,,,,,,
438.0,372.0,,,,,,,,,,,,
285.0,729.0,,,,,,,,,,,,
1153.0,313.0,,,,,,,,,,,,
329.0,300.0,,,,,,,,,,,,
403.0,1130.0,,,,,,,,,,,,
1845.0,1729.0,,,,,,,,,,,,
299.0,1345.0,,,,,,,,,,,,
1792.0,286.0,,,,,,,,,,,,
335.0,846.0,,,,,,,,,,,,
244.0,241.0,,,,,,,,,,,,
2073.0,498.0,,,,,,,,,,,,
599.0,634.0,,,,,,,,,,,,
961.0,243.0,,,,,,,,,,,,
1857.0,267.0,,,,,,,,,,,,
2172.0,222.0,,,,,,,,,,,,
1905.0,803.0,,,,,,,,,,,,
1920.0,1729.0,,,,,,,,,,,,
281.0,2255.0,,,,,,,,,,,,
492.0,1559.0,,,,,,,,,,,,
2457.0,167.0,,,,,,,,,,,,
2407.0,530.0,,,,,,,,,,,,
149.0,2423.0,,,,,,,,,,,,
2335.0,745.0,,,,,,,,,,,,
1416.0,2506.0,,,,,,,,,,,,
434.0,595.0,,,,,,,,,,,,
2479.0,441.0,,,,,,,,,,,,
1841.0,485.0,,,,,,,,,,,,
1756.0,436.0,,,,,,,,,,,,
305.0,491.0,,,,,,,,,,,,
1038.0,549.0,,,,,,,,,,,,
263.0,2195.0,,,,,,,,,,,,
2458.0,568.0,,,,,,,,,,,,
900.0,822.0,,,,,,,,,,,,
307.0,639.0,,,,,,,,,,,,
432.0,406.0,,,,,,,,,,,,
430.0,270.0,,,,,,,,,,,,
2382.0,689.0,,,,,,,,,,,,
464.0,574.0,,,,,,,,,,,,
1777.0,484.0,,,,,,,,,,,,
1927.0,2280.0,,,,,,,,,,,,
2572.0,1723.0,,,,,,,,,,,,
1826.0,2106.0,,,,,,,,,,,,
442.0,1875.0,,,,,,,,,,,,
1507.0,214.0,,,,,,,,,,,,
2448.0,770.0,,,,,,,,,,,,
289.0,886.0,,,,,,,,,,,,
290.0,783.0,,,,,,,,,,,,
2311.0,1764.0,,,,,,,,,,,,
431.0,25.0,,,,,,,,,,,,
1737.0,207.0,,,,,,,,,,,,
281.0,411.0,,,,,,,,,,,,
2221.0,1816.0,,,,,,,,,,,,
283.0,1993.0,,,,,,,,,,,,
519.0,806.0,,,,,,,,,,,,
1179.0,298.0,,,,,,,,,,,,
383.0,396.0,,,,,,,,,,,,
306.0,585.0,,,,,,,,,,,,
2437.0,380.0,,,,,,,,,,,,
396.0,241.0,,,,,,,,,,,,
2158.0,416.0,,,,,,,,,,,,
266.0,396.0,,,,,,,,,,,,
484.0,267.0,,,,,,,,,,,,
273.0,867.0,,,,,,,,,,,,
2503.0,2245.0,,,,,,,,,,,,
2389.0,664.0,,,,,,,,,,,,
456.0,1539.0,,,,,,,,,,,,
451.0,309.0,,,,,,,,,,,,
1915.0,355.0,,,,,,,,,,,,
2652.0,276.0,,,,,,,,,,,,
378.0,728.0,,,,,,,,,,,,
265.0,712.0,,,,,,,,,,,,
273.0,211.0,,,,,,,,,,,,
1895.0,660.0,,,,,,,,,,,,
309.0,189.0,,,,,,,,,,,,
3155.0,225.0,,,,,,,,,,,,
321.0,407.0,,,,,,,,,,,,
1938.0,2460.0,,,,,,,,,,,,
2028.0,250.0,,,,,,,,,,,,
322.0,208.0,,,,,,,,,,,,
448.0,488.0,,,,,,,,,,,,
1686.0,214.0,,,,,,,,,,,,
451.0,199.0,,,,,,,,,,,,
2831.0,329.0,,,,,,,,,,,,
1960.0,1573.0,,,,,,,,,,,,
256.0,1053.0,,,,,,,,,,,,
1769.0,220.0,,,,,,,,,,,,
277.0,1706.0,,,,,,,,,,,,
2485.0,425.0,,,,,,,,,,,,
2376.0,456.0,,,,,,,,,,,,
527.0,780.0,,,,,,,,,,,,
1719.0,1555.0,,,,,,,,,,,,
2302.0,2505.0,,,,,,,,,,,,
1877.0,298.0,,,,,,,,,,,,
139.0,291.0,,,,,,,,,,,,
1888.0,416.0,,,,,,,,,,,,
1725.0,273.0,,,,,,,,,,,,
400.0,1561.0,,,,,,,,,,,,
1986.0,1773.0,,,,,,,,,,,,
2333.0,530.0,,,,,,,,,,,,
2406.0,419.0,,,,,,,,,,,,
223.0,363.0,,,,,,,,,,,,
257.0,415.0,,,,,,,,,,,,
280.0,1160.0,,,,,,,,,,,,
1744.0,213.0,,,,,,,,,,,,
286.0,241.0,,,,,,,,,,,,
1691.0,916.0,,,,,,,,,,,,
1999.0,377.0,,,,,,,,,,,,
291.0,459.0,,,,,,,,,,,,
1919.0,643.0,,,,,,,,,,,,
934.0,745.0,,,,,,,,,,,,
451.0,2527.0,,,,,,,,,,,,
1150.0,1233.0,,,,,,,,,,,,
312.0,477.0,,,,,,,,,,,,
248.0,795.0,,,,,,,,,,,,
259.0,355.0,,,,,,,,,,,,
436.0,2358.0,,,,,,,,,,,,
448.0,431.0,,,,,,,,,,,,
516.0,2343.0,,,,,,,,,,,,
449.0,244.0,,,,,,,,,,,,
1692.0,365.0,,,,,,,,,,,,
297.0,1616.0,,,,,,,,,,,,
1934.0,890.0,,,,,,,,,,,,
276.0,883.0,,,,,,,,,,,,
453.0,321.0,,,,,,,,,,,,
1264.0,418.0,,,,,,,,,,,,
2056.0,896.0,,,,,,,,,,,,
918.0,480.0,,,,,,,,,,,,
458.0,227.0,,,,,,,,,,,,
1803.0,417.0,,,,,,,,,,,,
2395.0,199.0,,,,,,,,,,,,
1664.0,276.0,,,,,,,,,,,,
2448.0,455.0,,,,,,,,,,,,
2595.0,406.0,,,,,,,,,,,,
1840.0,1848.0,,,,,,,,,,,,
350.0,431.0,,,,,,,,,,,,
2557.0,755.0,,,,,,,,,,,,
818.0,235.0,,,,,,,,,,,,
317.0,581.0,,,,,,,,,,,,
2097.0,237.0,,,,,,,,,,,,
2117.0,315.0,,,,,,,,,,,,
2561.0,737.0,,,,,,,,,,,,
550.0,209.0,,,,,,,,,,,,
1803.0,442.0,,,,,,,,,,,,
1168.0,2351.0,,,,,,,,,,,,
281.0,305.0,,,,,,,,,,,,
430.0,263.0,,,,,,,,,,,,
313.0,1866.0,,,,,,,,,,,,
546.0,205.0,,,,,,,,,,,,
268.0,419.0,,,,,,,,,,,,
1654.0,350.0,,,,,,,,,,,,
291.0,996.0,,,,,,,,,,,,
298.0,593.0,,,,,,,,,,,,
1902.0,985.0,,,,,,,,,,,,
995.0,492.0,,,,,,,,,,,,
1074.0,201.0,,,,,,,,,,,,
1898.0,239.0,,,,,,,,,,,,
1938.0,321.0,,,,,,,,,,,,
1888.0,556.0,,,,,,,,,,,,
874.0,222.0,,,,,,,,,,,,
2475.0,229.0,,,,,,,,,,,,
308.0,271.0,,,,,,,,,,,,
1950.0,842.0,,,,,,,,,,,,
270.0,812.0,,,,,,,,,,,,
400.0,1933.0,,,,,,,,,,,,
465.0,609.0,,,,,,,,,,,,
521.0,2616.0,,,,,,,,,,,,
447.0,802.0,,,,,,,,,,,,
710.0,215.0,,,,,,,,,,,,
2823.0,394.0,,,,,,,,,,,,
2401.0,353.0,,,,,,,,,,,,
437.0,410.0,,,,,,,,,,,,
300.0,252.0,,,,,,,,,,,,
285.0,1231.0,,,,,,,,,,,,
287.0,243.0,,,,,,,,,,,,
1141.0,1952.0,,,,,,,,,,,,
2019.0,248.0,,,,,,,,,,,,
298.0,458.0,,,,,,,,,,,,
1549.0,375.0,,,,,,,,,,,,
271.0,1683.0,,,,,,,,,,,,
3137.0,415.0,,,,,,,,,,,,
398.0,1102.0,,,,,,,,,,,,
277.0,1816.0,,,,,,,,,,,,
275.0,238.0,,,,,,,,,,,,
457.0,1382.0,,,,,,,,,,,,
1825.0,287.0,,,,,,,,,,,,
252.0,2194.0,,,,,,,,,,,,
477.0,1556.0,,,,,,,,,,,,
1775.0,265.0,,,,,,,,,,,,
304.0,405.0,,,,,,,,,,,,
2079.0,241.0,,,,,,,,,,,,
296.0,762.0,,,,,,,,,,,,
281.0,527.0,,,,,,,,,,,,
2211.0,446.0,,,,,,,,,,,,
2207.0,747.0,,,,,,,,,,,,
240.0,352.0,,,,,,,,,,,,
237.0,216.0,,,,,,,,,,,,
275.0,929.0,,,,,,,,,,,,
438.0,274.0,,,,,,,,,,,,
310.0,373.0,,,,,,,,,,,,
209.0,285.0,,,,,,,,,,,,
592.0,444.0,,,,,,,,,,,,
411.0,466.0,,,,,,,,,,,,
280.0,883.0,,,,,,,,,,,,
993.0,312.0,,,,,,,,,,,,
485.0,198.0,,,,,,,,,,,,
492.0,850.0,,,,,,,,,,,,
1986.0,1791.0,,,,,,,,,,,,
309.0,594.0,,,,,,,,,,,,
254.0,417.0,,,,,,,,,,,,
1636.0,473.0,,,,,,,,,,,,
455.0,204.0,,,,,,,,,,,,
373.0,405.0,,,,,,,,,,,,
382.0,457.0,,,,,,,,,,,,
1931.0,267.0,,,,,,,,,,,,
455.0,305.0,,,,,,,,,,,,
242.0,469.0,,,,,,,,,,,,
1906.0,252.0,,,,,,,,,,,,
915.0,498.0,,,,,,,,,,,,
1926.0,501.0,,,,,,,,,,,,
275.0,262.0,,,,,,,,,,,,
294.0,781.0,,,,,,,,,,,,
2589.0,244.0,,,,,,,,,,,,
1666.0,725.0,,,,,,,,,,,,
423.0,260.0,,,,,,,,,,,,
2170.0,216.0,,,,,,,,,,,,
2517.0,233.0,,,,,,,,,,,,
2453.0,1476.0,,,,,,,,,,,,
2474.0,230.0,,,,,,,,,,,,
441.0,604.0,,,,,,,,,,,,
1470.0,931.0,,,,,,,,,,,,
639.0,297.0,,,,,,,,,,,,
1453.0,398.0,,,,,,,,,,,,
989.0,381.0,,,,,,,,,,,,
1934.0,1334.0,,,,,,,,,,,,
2050.0,1091.0,,,,,,,,,,,,
146.0,236.0,,,,,,,,,,,,
2515.0,798.0,,,,,,,,,,,,
1439.0,444.0,,,,,,,,,,,,
1647.0,1148.0,,,,,,,,,,,,
277.0,331.0,,,,,,,,,,,,
246.0,2531.0,,,,,,,,,,,,
451.0,802.0,,,,,,,,,,,,
501.0,414.0,,,,,,,,,,,,
2476.0,271.0,,,,,,,,,,,,
901.0,1627.0,,,,,,,,,,,,
422.0,2494.0,,,,,,,,,,,,
318.0,1838.0,,,,,,,,,,,,
226.0,446.0,,,,,,,,,,,,
462.0,355.0,,,,,,,,,,,,
2320.0,1769.0,,,,,,,,,,,,
1922.0,904.0,,,,,,,,,,,,
274.0,269.0,,,,,,,,,,,,
524.0,967.0,,,,,,,,,,,,
263.0,440.0,,,,,,,,,,,,
504.0,281.0,,,,,,,,,,,,
342.0,1054.0,,,,,,,,,,,,
411.0,265.0,,,,,,,,,,,,
274.0,933.0,,,,,,,,,,,,
445.0,429.0,,,,,,,,,,,,
2491.0,2518.0,,,,,,,,,,,,
1656.0,414.0,,,,,,,,,,,,
498.0,848.0,,,,,,,,,,,,
604.0,804.0,,,,,,,,,,,,
422.0,537.0,,,,,,,,,,,,
763.0,442.0,,,,,,,,,,,,
428.0,223.0,,,,,,,,,,,,
419.0,390.0,,,,,,,,,,,,
278.0,808.0,,,,,,,,,,,,
295.0,235.0,,,,,,,,,,,,
640.0,1681.0,,,,,,,,,,,,
269.0,469.0,,,,,,,,,,,,
439.0,233.0,,,,,,,,,,,,
260.0,238.0,,,,,,,,,,,,
825.0,1850.0,,,,,,,,,,,,
1892.0,345.0,,,,,,,,,,,,
517.0,375.0,,,,,,,,,,,,
1910.0,894.0,,,,,,,,,,,,
289.0,1858.0,,,,,,,,,,,,
2484.0,270.0,,,,,,,,,,,,
1492.0,428.0,,,,,,,,,,,,
1761.0,208.0,,,,,,,,,,,,
2343.0,218.0,,,,,,,,,,,,
279.0,2401.0,,,,,,,,,,,,
929.0,460.0,,,,,,,,,,,,
325.0,435.0,,,,,,,,,,,,
454.0,1560.0,,,,,,,,,,,,
299.0,742.0,,,,,,,,,,,,
1362.0,755.0,,,,,,,,,,,,
402.0,903.0,,,,,,,,,,,,
482.0,400.0,,,,,,,,,,,,
1210.0,923.0,,,,,,,,,,,,
2284.0,455.0,,,,,,,,,,,,
2180.0,317.0,,,,,,,,,,,,
281.0,275.0,,,,,,,,,,,,
1840.0,230.0,,,,,,,,,,,,
2432.0,613.0,,,,,,,,,,,,
2595.0,449.0,,,,,,,,,,,,
2539.0,461.0,,,,,,,,,,,,
501.0,1248.0,,,,,,,,,,,,
2619.0,1691.0,,,,,,,,,,,,
1850.0,797.0,,,,,,,,,,,,
234.0,515.0,,,,,,,,,,,,
2713.0,364.0,,,,,,,,,,,,
283.0,1999.0,,,,,,,,,,,,
1299.0,1955.0,,,,,,,,,,,,
1935.0,1372.0,,,,,,,,,,,,
1506.0,32.0,,,,,,,,,,,,
966.0,1947.0,,,,,,,,,,,,
1912.0,673.0,,,,,,,,,,,,
1076.0,480.0,,,,,,,,,,,,
2512.0,437.0,,,,,,,,,,,,
1685.0,259.0,,,,,,,,,,,,
1185.0,248.0,,,,,,,,,,,,
2409.0,113.0,,,,,,,,,,,,
2541.0,692.0,,,,,,,,,,,,
490.0,447.0,,,,,,,,,,,,
348.0,258.0,,,,,,,,,,,,
233.0,887.0,,,,,,,,,,,,
828.0,873.0,,,,,,,,,,,,
476.0,2016.0,,,,,,,,,,,,
401.0,327.0,,,,,,,,,,,,
1874.0,393.0,,,,,,,,,,,,
1755.0,473.0,,,,,,,,,,,,
1636.0,302.0,,,,,,,,,,,,
2533.0,1973.0,,,,,,,,,,,,
2442.0,2110.0,,,,,,,,,,,,
738.0,926.0,,,,,,,,,,,,
343.0,793.0,,,,,,,,,,,,
463.0,423.0,,,,,,,,,,,,
291.0,401.0,,,,,,,,,,,,
2430.0,351.0,,,,,,,,,,,,
2588.0,474.0,,,,,,,,,,,,
529.0,1930.0,,,,,,,,,,,,
300.0,1136.0,,,,,,,,,,,,
498.0,2512.0,,,,,,,,,,,,
1434.0,269.0,,,,,,,,,,,,
286.0,359.0,,,,,,,,,,,,
491.0,683.0,,,,,,,,,,,,
324.0,261.0,,,,,,,,,,,,
1237.0,870.0,,,,,,,,,,,,
254.0,1113.0,,,,,,,,,,,,
252.0,444.0,,,,,,,,,,,,
292.0,640.0,,,,,,,,,,,,
1748.0,517.0,,,,,,,,,,,,
2745.0,292.0,,,,,,,,,,,,
431.0,654.0,,,,,,,,,,,,
2271.0,130.0,,,,,,,,,,,,
3007.0,1097.0,,,,,,,,,,,,
407.0,1899.0,,,,,,,,,,,,
481.0,435.0,,,,,,,,,,,,
409.0,690.0,,,,,,,,,,,,
1635.0,1789.0,,,,,,,,,,,,
2458.0,479.0,,,,,,,,,,,,
281.0,385.0,,,,,,,,,,,,
444.0,295.0,,,,,,,,,,,,
238.0,1976.0,,,,,,,,,,,,
419.0,283.0,,,,,,,,,,,,
2204.0,1316.0,,,,,,,,,,,,
352.0,491.0,,,,,,,,,,,,
820.0,1413.0,,,,,,,,,,,,
1612.0,2378.0,,,,,,,,,,,,
2357.0,1843.0,,,,,,,,,,,,
2417.0,1720.0,,,,,,,,,,,,
2267.0,664.0,,,,,,,,,,,,
253.0,748.0,,,,,,,,,,,,
217.0,448.0,,,,,,,,,,,,
1814.0,252.0,,,,,,,,,,,,
1283.0,285.0,,,,,,,,,,,,
2461.0,1887.0,,,,,,,,,,,,
1747.0,371.0,,,,,,,,,,,,
2148.0,283.0,,,,,,,,,,,,
1646.0,313.0,,,,,,,,,,,,
382.0,421.0,,,,,,,,,,,,
1393.0,1323.0,,,,,,,,,,,,
279.0,219.0,,,,,,,,,,,,
414.0,1842.0,,,,,,,,,,,,
1763.0,1333.0,,,,,,,,,,,,
1084.0,275.0,,,,,,,,,,,,
442.0,1175.0,,,,,,,,,,,,
390.0,1563.0,,,,,,,,,,,,
395.0,363.0,,,,,,,,,,,,
412.0,493.0,,,,,,,,,,,,
1539.0,371.0,,,,,,,,,,,,
944.0,329.0,,,,,,,,,,,,
250.0,1032.0,,,,,,,,,,,,
305.0,45.0,,,,,,,,,,,,
1996.0,890.0,,,,,,,,,,,,
581.0,266.0,,,,,,,,,,,,
1965.0,301.0,,,,,,,,,,,,
644.0,436.0,,,,,,,,,,,,
415.0,1440.0,,,,,,,,,,,,
317.0,782.0,,,,,,,,,,,,
721.0,713.0,,,,,,,,,,,,
395.0,860.0,,,,,,,,,,,,
1891.0,231.0,,,,,,,,,,,,
362.0,600.0,,,,,,,,,,,,
288.0,2421.0,,,,,,,,,,,,
437.0,381.0,,,,,,,,,,,,
248.0,2380.0,,,,,,,,,,,,
437.0,838.0,,,,,,,,,,,,
290.0,285.0,,,,,,,,,,,,
438.0,324.0,,,,,,,,,,,,
280.0,457.0,,,,,,,,,,,,
1838.0,1833.0,,,,,,,,,,,,
370.0,428.0,,,,,,,,,,,,
2553.0,2271.0,,,,,,,,,,,,
3346.0,897.0,,,,,,,,,,,,
460.0,2005.0,,,,,,,,,,,,
575.0,936.0,,,,,,,,,,,,
275.0,1824.0,,,,,,,,,,,,
284.0,451.0,,,,,,,,,,,,
402.0,481.0,,,,,,,,,,,,
1745.0,1856.0,,,,,,,,,,,,
366.0,410.0,,,,,,,,,,,,
2552.0,1445.0,,,,,,,,,,,,
236.0,231.0,,,,,,,,,,,,
363.0,267.0,,,,,,,,,,,,
284.0,125.0,,,,,,,,,,,,
261.0,396.0,,,,,,,,,,,,
353.0,2044.0,,,,,,,,,,,,
1458.0,1166.0,,,,,,,,,,,,
979.0,252.0,,,,,,,,,,,,
486.0,1068.0,,,,,,,,,,,,
496.0,14.0,,,,,,,,,,,,
256.0,253.0,,,,,,,,,,,,
1993.0,282.0,,,,,,,,,,,,
1306.0,2239.0,,,,,,,,,,,,
1716.0,407.0,,,,,,,,,,,,
1913.0,2230.0,,,,,,,,,,,,
2372.0,1783.0,,,,,,,,,,,,
338.0,427.0,,,,,,,,,,,,
2368.0,237.0,,,,,,,,,,,,
340.0,1816.0,,,,,,,,,,,,
530.0,2391.0,,,,,,,,,,,,
325.0,423.0,,,,,,,,,,,,
1967.0,253.0,,,,,,,,,,,,
926.0,798.0,,,,,,,,,,,,
2437.0,1859.0,,,,,,,,,,,,
453.0,811.0,,,,,,,,,,,,
287.0,2646.0,,,,,,,,,,,,
1704.0,1855.0,,,,,,,,,,,,
263.0,295.0,,,,,,,,,,,,
1526.0,680.0,,,,,,,,,,,,
388.0,494.0,,,,,,,,,,,,
1583.0,415.0,,,,,,,,,,,,
1620.0,799.0,,,,,,,,,,,,
359.0,1915.0,,,,,,,,,,,,
2375.0,274.0,,,,,,,,,,,,
468.0,234.0,,,,,,,,,,,,
308.0,730.0,,,,,,,,,,,,
273.0,2371.0,,,,,,,,,,,,
278.0,430.0,,,,,,,,,,,,
298.0,1854.0,,,,,,,,,,,,
1720.0,183.0,,,,,,,,,,,,
1907.0,243.0,,,,,,,,,,,,
1348.0,825.0,,,,,,,,,,,,
406.0,388.0,,,,,,,,,,,,
465.0,276.0,,,,,,,,,,,,
2485.0,440.0,,,,,,,,,,,,
1874.0,246.0,,,,,,,,,,,,
1840.0,458.0,,,,,,,,,,,,
