JX,LC,LD,BGY,XF,LNT,JBN,ZTS,HMG,LT,WN,CX,GH,XN
1406.0,1855.0,615.0,463.8,,355.0,,,458.0,,,,,
266.0,316.0,294.0,254.9,,281.0,,,470.6,,,,,
1883.0,1842.0,2580.0,485.1,,259.0,,,770.6,,,,,
281.0,1523.0,303.0,966.8,,247.0,,,206.5,,,,,
247.0,2252.0,104.0,1909.8,,416.0,,,438.4,,,,,
533.0,836.0,486.0,432.0,,412.0,,,255.6,,,,,
284.0,798.0,465.0,454.4,,399.0,,,328.7,,,,,
292.0,390.0,425.0,424.2,,420.0,,,1347.8,,,,,
1464.0,2189.0,1684.0,453.9,,229.0,,,393.3,,,,,
1299.0,1143.0,457.0,468.7,,406.0,,,436.4,,,,,
1933.0,1007.0,470.0,1432.9,,141.0,,,,,,,,
252.0,208.0,1818.0,438.0,,128.0,,,,,,,,
336.0,444.0,912.0,939.5,,774.0,,,,,,,,
406.0,824.0,494.0,1963.3,,399.0,,,,,,,,
670.0,1305.0,426.0,1877.7,,345.0,,,,,,,,
930.0,1572.0,821.0,2659.7,,218.0,,,,,,,,
278.0,1720.0,2497.0,275.9,,274.0,,,,,,,,
364.0,1167.0,1730.0,261.8,,710.0,,,,,,,,
2041.0,1453.0,249.0,1101.1,,98.0,,,,,,,,
1716.0,451.0,441.0,261.9,,345.0,,,,,,,,
256.0,1779.0,150.0,977.9,,219.0,,,,,,,,
2142.0,367.0,255.0,431.5,,1962.0,,,,,,,,
502.0,839.0,727.0,442.7,,435.0,,,,,,,,
461.0,2151.0,720.0,1550.5,,268.0,,,,,,,,
250.0,2487.0,1967.0,2476.6,,395.0,,,,,,,,
281.0,868.0,919.0,525.5,,511.0,,,,,,,,
143.0,2069.0,443.0,776.3,,193.0,,,,,,,,
1995.0,967.0,1494.0,1130.7,,352.0,,,,,,,,
268.0,949.0,1179.0,1155.5,,547.0,,,,,,,,
1906.0,457.0,418.0,683.2,,759.0,,,,,,,,
1628.0,667.0,619.0,415.1,,169.0,,,,,,,,
2502.0,2397.0,484.0,1925.9,,807.0,,,,,,,,
846.0,2580.0,431.0,268.0,,381.0,,,,,,,,
419.0,2487.0,2553.0,1163.6,,81.0,,,,,,,,
414.0,1821.0,444.0,593.0,,315.0,,,,,,,,
418.0,1683.0,1732.0,1009.5,,231.0,,,,,,,,
252.0,643.0,480.0,609.1,,223.0,,,,,,,,
278.0,267.0,451.0,270.6,,388.0,,,,,,,,
527.0,1731.0,964.0,2410.4,,377.0,,,,,,,,
3359.0,2556.0,805.0,2450.2,,284.0,,,,,,,,
1997.0,228.0,572.0,316.4,,226.0,,,,,,,,
413.0,438.0,440.0,594.5,,275.0,,,,,,,,
477.0,1854.0,449.0,494.4,,246.0,,,,,,,,
219.0,513.0,461.0,401.7,,466.0,,,,,,,,
358.0,467.0,446.0,872.8,,138.0,,,,,,,,
2360.0,2049.0,340.0,682.7,,431.0,,,,,,,,
308.0,1755.0,1541.0,405.2,,367.0,,,,,,,,
297.0,1107.0,424.0,473.3,,301.0,,,,,,,,
1296.0,224.0,290.0,205.7,,387.0,,,,,,,,
1576.0,2210.0,438.0,396.2,,99.0,,,,,,,,
229.0,891.0,1189.0,283.0,,357.0,,,,,,,,
453.0,1794.0,919.0,320.5,,370.0,,,,,,,,
267.0,428.0,1810.0,1791.3,,166.0,,,,,,,,
2217.0,2514.0,465.0,590.6,,652.0,,,,,,,,
412.0,2340.0,763.0,1824.8,,205.0,,,,,,,,
211.0,1998.0,532.0,514.2,,143.0,,,,,,,,
809.0,1811.0,235.0,394.6,,363.0,,,,,,,,
2408.0,876.0,862.0,1878.3,,203.0,,,,,,,,
2426.0,2425.0,855.0,537.1,,329.0,,,,,,,,
953.0,520.0,297.0,2342.3,,850.0,,,,,,,,
2438.0,499.0,272.0,441.3,,368.0,,,,,,,,
423.0,2047.0,453.0,676.8,,227.0,,,,,,,,
944.0,561.0,237.0,1065.8,,377.0,,,,,,,,
278.0,432.0,471.0,1846.9,,186.0,,,,,,,,
318.0,2660.0,470.0,452.5,,237.0,,,,,,,,
752.0,216.0,437.0,274.5,,249.0,,,,,,,,
2161.0,1996.0,1589.0,285.4,,348.0,,,,,,,,
451.0,2035.0,862.0,519.4,,1052.0,,,,,,,,
2651.0,1181.0,450.0,454.0,,20.8,,,,,,,,
751.0,1959.0,486.0,428.4,,418.0,,,,,,,,
229.0,2171.0,2412.0,844.2,,386.0,,,,,,,,
916.0,280.0,703.0,308.3,,210.0,,,,,,,,
971.0,1889.0,1357.0,218.0,,2005.0,,,,,,,,
813.0,2190.0,417.0,1760.5,,414.0,,,,,,,,
650.0,643.0,2409.0,305.2,,146.0,,,,,,,,
432.0,2463.0,1634.0,1970.3,,385.0,,,,,,,,
403.0,442.0,462.0,458.6,,330.0,,,,,,,,
417.0,1782.0,399.0,1776.4,,789.0,,,,,,,,
326.0,412.0,921.0,1597.1,,13.4,,,,,,,,
2399.0,948.0,904.0,2273.6,,713.0,,,,,,,,
2003.0,400.0,312.0,738.6,,805.0,,,,,,,,
676.0,456.0,602.0,428.9,,408.0,,,,,,,,
1469.0,1967.0,2711.0,2058.8,,690.0,,,,,,,,
2326.0,784.0,381.0,239.1,,400.0,,,,,,,,
1916.0,833.0,44.0,462.1,,392.0,,,,,,,,
1536.0,3071.0,871.0,455.3,,329.0,,,,,,,,
486.0,2088.0,440.0,424.9,,718.0,,,,,,,,
461.0,2455.0,2309.0,297.4,,389.0,,,,,,,,
500.0,2345.0,198.0,441.9,,214.0,,,,,,,,
341.0,1839.0,340.0,2106.9,,201.0,,,,,,,,
1803.0,1901.0,303.0,298.8,,390.0,,,,,,,,
1724.0,855.0,931.0,335.7,,386.0,,,,,,,,
806.0,2555.0,1619.0,463.8,,407.0,,,,,,,,
428.0,652.0,417.0,414.6,,292.0,,,,,,,,
1743.0,706.0,257.0,1696.9,,127.0,,,,,,,,
267.0,2159.0,2427.0,1707.5,,292.0,,,,,,,,
1680.0,2010.0,738.0,443.9,,435.0,,,,,,,,
412.0,610.0,866.0,308.7,,387.0,,,,,,,,
275.0,1698.0,931.0,471.7,,447.0,,,,,,,,
2355.0,900.0,539.0,1576.5,,311.0,,,,,,,,
630.0,914.0,453.0,521.0,,422.0,,,,,,,,
252.0,576.0,383.0,249.9,,824.0,,,,,,,,
1390.0,1887.0,804.0,422.2,,461.0,,,,,,,,
656.0,1903.0,416.0,260.8,,431.0,,,,,,,,
1668.0,484.0,257.0,2024.5,,467.0,,,,,,,,
264.0,421.0,1280.0,274.7,,263.0,,,,,,,,
1886.0,1574.0,289.0,247.9,,382.0,,,,,,,,
821.0,849.0,622.0,315.1,,345.0,,,,,,,,
211.0,784.0,1708.0,309.9,,753.0,,,,,,,,
271.0,504.0,274.0,1450.6,,395.0,,,,,,,,
266.0,536.0,488.0,424.0,,168.0,,,,,,,,
535.0,381.0,410.0,1756.4,,755.0,,,,,,,,
1257.0,923.0,231.0,1055.0,,363.0,,,,,,,,
198.0,897.0,1545.0,707.1,,404.0,,,,,,,,
1858.0,516.0,1557.0,1632.4,,369.0,,,,,,,,
1359.0,294.0,2099.0,1104.8,,387.0,,,,,,,,
855.0,205.0,938.0,263.1,,372.0,,,,,,,,
391.0,285.0,243.0,374.7,,382.0,,,,,,,,
401.0,389.0,606.0,2014.0,,586.0,,,,,,,,
854.0,1549.0,456.0,2520.0,,370.0,,,,,,,,
598.0,282.0,1635.0,466.3,,385.0,,,,,,,,
387.0,3170.0,1989.0,282.0,,919.0,,,,,,,,
1441.0,280.0,771.0,1346.9,,174.0,,,,,,,,
942.0,286.0,431.0,276.3,,341.0,,,,,,,,
759.0,532.0,415.0,824.7,,1226.0,,,,,,,,
437.0,1814.0,128.0,1754.1,,596.0,,,,,,,,
223.0,282.0,891.0,227.4,,427.0,,,,,,,,
592.0,310.0,260.0,961.9,,365.0,,,,,,,,
513.0,416.0,273.0,356.8,,402.0,,,,,,,,
266.0,253.0,242.0,828.6,,102.0,,,,,,,,
412.0,2426.0,270.0,279.4,,876.0,,,,,,,,
426.0,2348.0,768.0,1979.5,,213.0,,,,,,,,
350.0,943.0,472.0,1640.2,,594.0,,,,,,,,
2646.0,305.0,439.0,293.2,,217.0,,,,,,,,
305.0,270.0,1792.0,379.2,,556.0,,,,,,,,
1986.0,2025.0,621.0,566.2,,472.0,,,,,,,,
819.0,40.0,355.0,1084.8,,518.0,,,,,,,,
406.0,95.0,237.0,1459.7,,780.0,,,,,,,,
375.0,323.0,238.0,376.1,,982.0,,,,,,,,
853.0,446.0,236.0,387.7,,451.0,,,,,,,,
1991.0,2837.0,772.0,786.5,,380.0,,,,,,,,
441.0,2503.0,267.0,297.1,,84.0,,,,,,,,
225.0,444.0,280.0,543.0,,385.0,,,,,,,,
1844.0,828.0,220.0,797.1,,896.0,,,,,,,,
390.0,415.0,421.0,634.9,,766.0,,,,,,,,
374.0,445.0,935.0,799.4,,347.0,,,,,,,,
2526.0,492.0,399.0,373.8,,312.0,,,,,,,,
1705.0,474.0,562.0,248.2,,373.0,,,,,,,,
272.0,1467.0,541.0,309.0,,363.0,,,,,,,,
303.0,292.0,148.0,3821.1,,168.0,,,,,,,,
1092.0,402.0,2695.0,1086.4,,174.0,,,,,,,,
1660.0,263.0,1404.0,310.0,,369.0,,,,,,,,
389.0,378.0,262.0,281.5,,135.0,,,,,,,,
804.0,499.0,508.0,460.7,,361.0,,,,,,,,
421.0,497.0,412.0,979.6,,383.0,,,,,,,,
385.0,51.0,963.0,249.2,,134.0,,,,,,,,
923.0,507.0,3088.0,648.1,,262.0,,,,,,,,
915.0,407.0,229.0,471.6,,376.0,,,,,,,,
2339.0,619.0,425.0,329.7,,21.4,,,,,,,,
414.0,528.0,296.0,423.0,,719.0,,,,,,,,
773.0,970.0,753.0,409.2,,371.0,,,,,,,,
336.0,2107.0,720.0,208.5,,854.0,,,,,,,,
2447.0,2034.0,827.0,444.6,,388.0,,,,,,,,
2446.0,2370.0,536.0,384.4,,624.0,,,,,,,,
2514.0,1048.0,1381.0,455.4,,371.0,,,,,,,,
1513.0,362.0,101.0,1951.4,,313.0,,,,,,,,
408.0,267.0,791.0,471.7,,136.0,,,,,,,,
343.0,1900.0,44.7,356.4,,416.0,,,,,,,,
2026.0,2551.0,431.0,1971.0,,372.0,,,,,,,,
1750.0,42.0,471.0,453.1,,80.0,,,,,,,,
911.0,212.0,1655.0,817.6,,937.0,,,,,,,,
2348.0,940.0,1941.0,442.7,,491.0,,,,,,,,
435.0,3011.0,439.0,410.9,,126.0,,,,,,,,
989.0,219.0,196.0,472.1,,229.0,,,,,,,,
1710.0,817.0,515.0,534.2,,344.0,,,,,,,,
287.0,429.0,209.0,238.6,,395.0,,,,,,,,
427.0,217.0,421.0,419.5,,352.0,,,,,,,,
1952.0,2997.0,746.0,335.7,,450.0,,,,,,,,
896.0,344.0,911.0,342.2,,262.0,,,,,,,,
1934.0,390.0,427.0,294.9,,906.0,,,,,,,,
420.0,1852.0,1812.0,328.1,,364.0,,,,,,,,
254.0,1915.0,1942.0,452.2,,399.0,,,,,,,,
278.0,1995.0,266.0,221.1,,264.0,,,,,,,,
1918.0,2390.0,428.0,2534.6,,136.0,,,,,,,,
716.0,184.0,287.0,238.2,,442.0,,,,,,,,
202.0,2055.0,489.0,290.6,,193.0,,,,,,,,
1971.0,1608.0,517.0,252.1,,352.0,,,,,,,,
229.0,417.0,256.0,493.7,,2618.0,,,,,,,,
1524.0,1610.0,727.0,395.1,,232.0,,,,,,,,
1327.0,234.0,198.0,2854.4,,195.0,,,,,,,,
248.0,48.0,449.0,853.1,,183.0,,,,,,,,
359.0,322.0,454.0,720.0,,1280.0,,,,,,,,
2409.0,1647.0,574.0,210.1,,255.0,,,,,,,,
346.0,882.0,272.0,270.3,,354.0,,,,,,,,
260.0,456.0,381.0,285.2,,212.0,,,,,,,,
1857.0,2007.0,471.0,922.6,,251.0,,,,,,,,
2194.0,416.0,229.0,284.9,,265.0,,,,,,,,
465.0,298.0,1451.0,614.3,,433.0,,,,,,,,
1985.0,1805.0,386.0,334.1,,253.0,,,,,,,,
1898.0,306.0,716.0,252.5,,378.0,,,,,,,,
1331.0,2020.0,222.0,305.0,,174.0,,,,,,,,
267.0,725.0,379.0,2498.6,,358.0,,,,,,,,
381.0,263.0,939.0,385.0,,395.0,,,,,,,,
1818.0,2010.0,431.0,931.1,,177.0,,,,,,,,
841.0,1193.0,483.0,451.7,,115.0,,,,,,,,
433.0,871.0,897.0,716.6,,349.0,,,,,,,,
249.0,2795.0,413.0,2701.2,,140.0,,,,,,,,
259.0,484.0,418.0,424.5,,131.0,,,,,,,,
1692.0,456.0,1895.0,253.7,,368.0,,,,,,,,
473.0,403.0,431.0,1884.0,,235.0,,,,,,,,
1803.0,2269.0,225.0,339.5,,178.0,,,,,,,,
2590.0,489.0,455.0,338.4,,409.0,,,,,,,,
852.0,739.0,432.0,339.0,,374.0,,,,,,,,
1863.0,732.0,262.0,374.5,,678.0,,,,,,,,
831.0,1241.0,383.0,465.8,,374.0,,,,,,,,
1832.0,446.0,926.0,310.1,,331.0,,,,,,,,
2048.0,468.0,2389.0,242.0,,372.0,,,,,,,,
886.0,487.0,81.0,495.0,,310.0,,,,,,,,
1693.0,334.0,396.0,235.0,,11.7,,,,,,,,
1265.0,2397.0,1357.0,902.6,,124.0,,,,,,,,
501.0,1824.0,731.0,457.8,,128.0,,,,,,,,
1825.0,2237.0,226.0,403.8,,349.0,,,,,,,,
712.0,243.0,268.0,695.6,,430.0,,,,,,,,
1821.0,430.0,102.0,868.9,,381.0,,,,,,,,
358.0,447.0,225.0,657.5,,262.0,,,,,,,,
232.0,826.0,437.0,274.6,,352.0,,,,,,,,
230.0,442.0,1646.0,430.7,,36.6,,,,,,,,
2639.0,659.0,311.0,320.9,,833.0,,,,,,,,
960.0,2250.0,452.0,270.4,,210.0,,,,,,,,
352.0,281.0,651.0,308.3,,305.0,,,,,,,,
2476.0,285.0,324.0,294.6,,373.0,,,,,,,,
2495.0,1818.0,437.0,727.6,,414.0,,,,,,,,
458.0,255.0,390.0,285.5,,146.0,,,,,,,,
434.0,610.0,1476.0,827.7,,254.0,,,,,,,,
2203.0,1748.0,523.0,735.9,,957.0,,,,,,,,
532.0,535.0,248.0,506.7,,2628.0,,,,,,,,
695.0,598.0,927.0,705.6,,428.0,,,,,,,,
179.0,251.0,233.0,485.5,,1770.0,,,,,,,,
1108.0,450.0,419.0,1882.1,,196.0,,,,,,,,
371.0,335.0,457.0,448.7,,257.0,,,,,,,,
1948.0,316.0,974.0,972.3,,132.0,,,,,,,,
297.0,1394.0,302.0,297.4,,336.0,,,,,,,,
287.0,213.0,731.0,264.4,,1629.0,,,,,,,,
1099.0,436.0,1102.0,1817.8,,2776.0,,,,,,,,
270.0,1687.0,449.0,2619.9,,207.0,,,,,,,,
271.0,243.0,1827.0,439.8,,432.0,,,,,,,,
2048.0,356.0,729.0,958.3,,255.0,,,,,,,,
1966.0,329.0,392.0,276.5,,256.0,,,,,,,,
447.0,644.0,249.0,984.6,,2502.0,,,,,,,,
281.0,1889.0,1307.0,363.5,,19.6,,,,,,,,
2525.0,1284.0,443.0,417.1,,230.0,,,,,,,,
277.0,858.0,215.0,1943.2,,284.0,,,,,,,,
1904.0,2343.0,795.0,897.5,,267.0,,,,,,,,
424.0,279.0,1573.0,206.2,,464.0,,,,,,,,
263.0,365.0,238.0,513.9,,477.0,,,,,,,,
808.0,1529.0,2249.0,727.6,,2502.0,,,,,,,,
289.0,1779.0,423.0,308.6,,219.0,,,,,,,,
424.0,2206.0,798.0,484.2,,175.0,,,,,,,,
421.0,2735.0,413.0,408.4,,1158.0,,,,,,,,
2498.0,1762.0,739.0,916.2,,1780.0,,,,,,,,
260.0,486.0,716.0,933.0,,199.0,,,,,,,,
436.0,851.0,564.0,1908.1,,114.0,,,,,,,,
392.0,712.0,762.0,1997.7,,141.0,,,,,,,,
763.0,406.0,852.0,277.5,,1387.0,,,,,,,,
205.0,918.0,778.0,428.5,,1239.0,,,,,,,,
888.0,1834.0,298.0,1021.2,,395.0,,,,,,,,
368.0,311.0,301.0,684.0,,433.0,,,,,,,,
440.0,260.0,237.0,2549.7,,197.0,,,,,,,,
402.0,213.0,2097.0,455.2,,2130.0,,,,,,,,
298.0,238.0,1916.0,267.1,,282.0,,,,,,,,
2008.0,258.0,675.0,753.5,,424.0,,,,,,,,
966.0,318.0,403.0,283.2,,882.0,,,,,,,,
1952.0,428.0,565.0,260.0,,395.0,,,,,,,,
436.0,1667.0,734.0,2283.3,,132.0,,,,,,,,
814.0,515.0,2454.0,421.7,,804.0,,,,,,,,
1716.0,775.0,510.0,305.5,,184.0,,,,,,,,
422.0,397.0,265.0,451.0,,779.0,,,,,,,,
1834.0,461.0,771.0,917.1,,434.0,,,,,,,,
257.0,219.0,285.0,476.7,,2499.0,,,,,,,,
2020.0,464.0,245.0,1859.2,,1382.0,,,,,,,,
254.0,754.0,845.0,292.7,,1822.0,,,,,,,,
780.0,424.0,1609.0,729.5,,427.0,,,,,,,,
1993.0,503.0,686.0,913.5,,2111.0,,,,,,,,
886.0,2504.0,1404.0,431.2,,928.0,,,,,,,,
219.0,833.0,283.0,338.2,,215.0,,,,,,,,
245.0,431.0,2412.0,1065.8,,252.0,,,,,,,,
391.0,477.0,1479.0,704.0,,341.0,,,,,,,,
429.0,425.0,266.0,1845.7,,417.0,,,,,,,,
235.0,259.0,405.0,237.4,,1780.0,,,,,,,,
363.0,204.0,441.0,414.7,,868.0,,,,,,,,
2451.0,1570.0,435.0,2315.3,,1188.0,,,,,,,,
896.0,398.0,2157.0,403.7,,1850.0,,,,,,,,
380.0,256.0,842.0,349.7,,699.0,,,,,,,,
1882.0,2444.0,2358.0,1128.2,,194.0,,,,,,,,
402.0,1141.0,650.0,915.1,,212.0,,,,,,,,
264.0,308.0,274.0,419.0,,896.0,,,,,,,,
373.0,338.0,495.0,482.6,,514.0,,,,,,,,
557.0,282.0,424.0,1919.0,,748.0,,,,,,,,
584.0,813.0,78.0,1420.2,,446.0,,,,,,,,
229.0,446.0,378.0,712.6,,416.0,,,,,,,,
338.0,513.0,330.0,385.0,,284.0,,,,,,,,
419.0,695.0,2098.0,201.2,,2795.0,,,,,,,,
397.0,1970.0,309.0,273.1,,26.2,,,,,,,,
793.0,409.0,499.0,1591.7,,268.0,,,,,,,,
733.0,256.0,298.0,246.6,,1209.0,,,,,,,,
278.0,1267.0,2720.0,276.8,,495.0,,,,,,,,
819.0,1961.0,564.0,427.8,,1958.0,,,,,,,,
278.0,1820.0,995.0,1077.1,,1460.0,,,,,,,,
255.0,458.0,439.0,722.7,,450.0,,,,,,,,
1435.0,1760.0,2466.0,424.7,,746.0,,,,,,,,
200.0,455.0,294.0,782.0,,2370.0,,,,,,,,
467.0,2517.0,917.0,1894.4,,467.0,,,,,,,,
679.0,445.0,2119.0,262.7,,1945.0,,,,,,,,
984.0,513.0,1488.0,755.4,,464.0,,,,,,,,
393.0,859.0,447.0,597.5,,576.0,,,,,,,,
697.0,1510.0,1678.0,712.1,,856.0,,,,,,,,
301.0,1725.0,423.0,100.9,,140.0,,,,,,,,
363.0,1849.0,256.0,931.4,,2254.0,,,,,,,,
1274.0,490.0,298.0,1694.4,,302.0,,,,,,,,
423.0,372.0,711.0,420.8,,364.0,,,,,,,,
2498.0,569.0,427.0,428.5,,55.1,,,,,,,,
1742.0,1701.0,933.0,446.0,,334.0,,,,,,,,
592.0,951.0,2179.0,300.6,,423.0,,,,,,,,
251.0,2309.0,2607.0,194.0,,219.0,,,,,,,,
416.0,509.0,456.0,1865.4,,340.0,,,,,,,,
1862.0,1190.0,445.0,499.3,,227.0,,,,,,,,
1931.0,482.0,360.0,361.7,,976.0,,,,,,,,
229.0,260.0,3145.0,820.4,,703.0,,,,,,,,
429.0,1350.0,324.0,361.6,,427.0,,,,,,,,
414.0,875.0,1987.0,216.0,,865.0,,,,,,,,
863.0,875.0,451.0,288.0,,261.0,,,,,,,,
423.0,381.0,270.0,482.6,,1851.0,,,,,,,,
797.0,417.0,1206.0,2543.4,,156.0,,,,,,,,
873.0,351.0,987.0,431.2,,1527.0,,,,,,,,
990.0,945.0,836.0,293.7,,1764.0,,,,,,,,
248.0,550.0,2128.0,296.0,,681.0,,,,,,,,
408.0,474.0,307.0,1864.5,,395.0,,,,,,,,
794.0,2530.0,1737.0,911.0,,1856.0,,,,,,,,
440.0,412.0,964.0,426.2,,435.0,,,,,,,,
274.0,333.0,349.0,2077.8,,276.0,,,,,,,,
303.0,442.0,303.0,1628.5,,388.0,,,,,,,,
246.0,1005.0,253.0,2590.3,,216.0,,,,,,,,
446.0,447.0,1843.0,186.7,,38.4,,,,,,,,
582.0,843.0,302.0,478.3,,578.0,,,,,,,,
415.0,926.0,241.0,2680.2,,1863.0,,,,,,,,
386.0,286.0,1934.0,592.7,,387.0,,,,,,,,
1813.0,471.0,419.0,309.1,,363.0,,,,,,,,
283.0,525.0,1006.0,282.0,,144.0,,,,,,,,
2593.0,876.0,269.0,1168.6,,747.0,,,,,,,,
663.0,1727.0,379.0,984.6,,2353.0,,,,,,,,
428.0,394.0,498.0,1726.5,,433.0,,,,,,,,
3066.0,1695.0,1911.0,961.6,,1532.0,,,,,,,,
754.0,1805.0,839.0,225.4,,1795.0,,,,,,,,
326.0,1554.0,467.0,443.0,,227.0,,,,,,,,
390.0,999.0,1898.0,1023.4,,277.0,,,,,,,,
687.0,962.0,286.0,425.6,,794.0,,,,,,,,
279.0,1920.0,213.0,407.8,,432.0,,,,,,,,
789.0,732.0,1600.0,2362.8,,168.0,,,,,,,,
1751.0,313.0,479.0,366.4,,404.0,,,,,,,,
1757.0,1482.0,452.0,410.2,,235.0,,,,,,,,
1966.0,920.0,571.0,440.5,,337.0,,,,,,,,
408.0,1897.0,953.0,2534.5,,922.0,,,,,,,,
670.0,229.0,485.0,218.8,,404.0,,,,,,,,
283.0,452.0,254.0,449.9,,529.0,,,,,,,,
392.0,909.0,1005.0,404.6,,1759.0,,,,,,,,
455.0,370.0,783.0,516.6,,546.0,,,,,,,,
294.0,532.0,437.0,165.9,,325.0,,,,,,,,
399.0,232.0,2338.0,2431.0,,243.0,,,,,,,,
429.0,417.0,1788.0,424.3,,411.0,,,,,,,,
1171.0,918.0,1904.0,425.4,,375.0,,,,,,,,
374.0,327.0,1759.0,496.1,,1473.0,,,,,,,,
1686.0,425.0,439.0,230.2,,213.0,,,,,,,,
921.0,238.0,262.0,318.8,,914.0,,,,,,,,
2505.0,2108.0,280.0,221.0,,215.0,,,,,,,,
255.0,526.0,561.0,449.0,,804.0,,,,,,,,
425.0,1917.0,262.0,1868.9,,383.0,,,,,,,,
236.0,415.0,467.0,499.8,,293.0,,,,,,,,
257.0,489.0,452.0,315.1,,465.0,,,,,,,,
502.0,297.0,291.0,469.3,,796.0,,,,,,,,
212.0,616.0,220.0,233.8,,287.0,,,,,,,,
453.0,437.0,1095.0,410.7,,373.0,,,,,,,,
961.0,1525.0,1125.0,200.2,,540.0,,,,,,,,
388.0,303.0,505.0,281.1,,179.0,,,,,,,,
300.0,41.0,484.0,2497.5,,1912.0,,,,,,,,
458.0,428.0,705.0,950.3,,793.0,,,,,,,,
212.0,263.0,491.0,1866.3,,274.0,,,,,,,,
309.0,1072.0,637.0,285.4,,922.0,,,,,,,,
439.0,230.0,343.0,1604.8,,22.0,,,,,,,,
284.0,32.0,407.0,428.4,,439.0,,,,,,,,
310.0,257.0,447.0,357.2,,1101.0,,,,,,,,
1181.0,1459.0,751.0,1246.2,,932.0,,,,,,,,
1693.0,1114.0,447.0,1362.7,,299.0,,,,,,,,
590.0,221.0,236.0,346.4,,276.0,,,,,,,,
1934.0,746.0,644.0,702.9,,240.0,,,,,,,,
1918.0,2494.0,446.0,339.0,,409.0,,,,,,,,
211.0,408.0,925.0,622.4,,679.0,,,,,,,,
719.0,390.0,419.0,956.6,,1663.0,,,,,,,,
394.0,531.0,306.0,284.3,,719.0,,,,,,,,
888.0,451.0,207.0,1876.4,,265.0,,,,,,,,
1502.0,416.0,1025.0,515.3,,2559.0,,,,,,,,
752.0,244.0,411.0,414.7,,338.0,,,,,,,,
390.0,2148.0,850.0,227.4,,734.0,,,,,,,,
853.0,461.0,233.0,263.4,,396.0,,,,,,,,
625.0,410.0,874.0,244.6,,327.0,,,,,,,,
1463.0,2349.0,2393.0,2537.4,,1464.0,,,,,,,,
390.0,230.0,2587.0,421.9,,603.0,,,,,,,,
415.0,436.0,386.0,292.3,,412.0,,,,,,,,
751.0,1919.0,228.0,2503.0,,409.0,,,,,,,,
221.0,647.0,217.0,426.3,,929.0,,,,,,,,
277.0,426.0,2571.0,339.4,,456.0,,,,,,,,
421.0,212.0,2419.0,397.6,,190.0,,,,,,,,
1867.0,432.0,1104.0,407.2,,308.0,,,,,,,,
292.0,418.0,225.0,454.4,,225.0,,,,,,,,
233.0,633.0,417.0,440.0,,2047.0,,,,,,,,
360.0,587.0,2436.0,487.2,,2461.0,,,,,,,,
1938.0,1779.0,381.0,262.3,,748.0,,,,,,,,
725.0,1287.0,1617.0,436.1,,2463.0,,,,,,,,
228.0,251.0,956.0,750.8,,380.0,,,,,,,,
1994.0,415.0,1428.0,943.8,,1661.0,,,,,,,,
278.0,425.0,631.0,1595.7,,1951.0,,,,,,,,
253.0,278.0,767.0,2479.9,,665.0,,,,,,,,
242.0,393.0,424.0,293.1,,2064.0,,,,,,,,
256.0,411.0,1939.0,258.2,,696.0,,,,,,,,
209.0,485.0,1793.0,744.5,,864.0,,,,,,,,
317.0,661.0,288.0,1750.3,,357.0,,,,,,,,
401.0,441.0,841.0,1589.3,,895.0,,,,,,,,
1581.0,313.0,270.0,444.6,,894.0,,,,,,,,
301.0,222.0,404.0,2046.3,,999.0,,,,,,,,
766.0,258.0,904.0,1158.0,,499.0,,,,,,,,
418.0,372.0,459.0,1113.7,,1219.0,,,,,,,,
258.0,298.0,250.0,2477.8,,399.0,,,,,,,,
253.0,999.0,444.0,1505.7,,418.0,,,,,,,,
369.0,750.0,289.0,1794.6,,243.0,,,,,,,,
1712.0,421.0,684.0,268.2,,870.0,,,,,,,,
412.0,604.0,450.0,390.3,,435.0,,,,,,,,
460.0,502.0,291.0,197.3,,243.0,,,,,,,,
893.0,271.0,646.0,2520.3,,63.0,,,,,,,,
279.0,468.0,811.0,410.4,,261.0,,,,,,,,
735.0,977.0,382.0,1153.2,,920.0,,,,,,,,
268.0,795.0,305.0,2470.0,,1897.0,,,,,,,,
297.0,1698.0,2143.0,469.7,,495.0,,,,,,,,
424.0,898.0,272.0,802.6,,90.0,,,,,,,,
709.0,431.0,454.0,2468.9,,548.0,,,,,,,,
231.0,1510.0,1526.0,446.3,,235.0,,,,,,,,
2421.0,474.0,435.0,307.4,,611.0,,,,,,,,
403.0,318.0,717.0,1767.0,,442.0,,,,,,,,
385.0,485.0,353.0,461.3,,1259.0,,,,,,,,
256.0,279.0,267.0,308.3,,354.0,,,,,,,,
457.0,526.0,405.0,433.4,,171.0,,,,,,,,
407.0,430.0,1632.0,449.8,,1818.0,,,,,,,,
275.0,208.0,2194.0,2151.2,,419.0,,,,,,,,
237.0,827.0,2553.0,244.3,,429.0,,,,,,,,
209.0,393.0,263.0,2574.2,,2465.0,,,,,,,,
385.0,884.0,257.0,815.4,,192.0,,,,,,,,
430.0,897.0,459.0,503.7,,2118.0,,,,,,,,
346.0,2386.0,405.0,498.4,,361.0,,,,,,,,
877.0,46.0,575.0,240.2,,2400.0,,,,,,,,
2526.0,225.0,1681.0,234.8,,438.0,,,,,,,,
418.0,183.0,829.0,2611.7,,730.0,,,,,,,,
267.0,1892.0,226.0,1091.1,,84.0,,,,,,,,
